Video,Owner,Keep video Y/N,Notes,Interesting time-ranges,Static Camera Y/N,Useful for Vanguard Y/N,Link
week_2021_08_09/2021_08_10/person_pathing_1111_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1111_300000-600000.mp4
week_2021_08_09/2021_08_10/person_pathing_1113_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1113_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1115_0-300000.mp4,Bing,N,Too crowded,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1115_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1116_300000-600000.mp4,Bing,Y*,The first min could be useful,"0'45""-1'7""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1116_300000-600000.mp4
week_2021_08_09/2021_08_10/person_pathing_1116_900000-1200000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1116_900000-1200000.mp4
week_2021_08_09/2021_08_10/person_pathing_1117_1800000-2100000.mp4,Bing,Y*,0 to 1'30''. and 2'30'' to 4',"0'0""-1'30""; 2'30""-4'00""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1117_1800000-2100000.mp4
week_2021_08_09/2021_08_10/person_pathing_1119_1199999-1499998.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1119_1199999-1499998.mp4
week_2021_08_09/2021_08_10/person_pathing_1119_1799998-2099998.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1119_1799998-2099998.mp4
week_2021_08_09/2021_08_10/person_pathing_1119_2399998-2699997.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1119_2399998-2699997.mp4
week_2021_08_09/2021_08_10/person_pathing_1127_900000-1200000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1127_900000-1200000.mp4
week_2021_08_09/2021_08_10/person_pathing_1129_2700000-3000000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1129_2700000-3000000.mp4
week_2021_08_09/2021_08_10/person_pathing_1134_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1134_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1146_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1146_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1156.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1156.mp4
week_2021_08_09/2021_08_11/person_pathing_1157_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1157_0-300000.mp4
week_2021_08_09/2021_08_11/person_pathing_1157_300000-599999.mp4,Bing,Y*,4'20'' to 5',"4'20""-5'00""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1157_300000-599999.mp4
week_2021_08_09/2021_08_11/person_pathing_1158_1199999-1499998.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1158_1199999-1499998.mp4
week_2021_08_09/2021_08_11/person_pathing_1162_899999-1199999.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1162_899999-1199999.mp4
week_2021_08_09/2021_08_11/person_pathing_1173_1500000-1800000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1173_1500000-1800000.mp4
week_2021_08_09/2021_08_11/person_pathing_1174_300000-600000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1174_300000-600000.mp4
week_2021_08_09/2021_08_11/person_pathing_1175_1200000-1294167.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1175_1200000-1294167.mp4
week_2021_08_09/2021_08_11/person_pathing_1176_1500000-1800000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1176_1500000-1800000.mp4
week_2021_08_09/2021_08_11/person_pathing_1176_1800000-2100000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1176_1800000-2100000.mp4
week_2021_08_09/2021_08_11/person_pathing_1176_900000-1200000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1176_900000-1200000.mp4
week_2021_08_09/2021_08_11/person_pathing_1178_600000-900000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1178_600000-900000.mp4
week_2021_08_09/2021_08_11/person_pathing_1178_900000-1200000.mp4,Bing,Y*,,"3'25""-4'15""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1178_900000-1200000.mp4
week_2021_08_09/2021_08_11/person_pathing_1179_1500000-1800000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1179_1500000-1800000.mp4
week_2021_08_09/2021_08_11/person_pathing_1183_299991-600016.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1183_299991-600016.mp4
week_2021_08_09/2021_08_11/person_pathing_1190_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1190_0-300000.mp4
week_2021_08_09/2021_08_11/person_pathing_1191_0-300000.mp4,Bing,Y*,,"2'20""-3'10""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1191_0-300000.mp4
week_2021_08_09/2021_08_11/person_pathing_1193_900000-1200000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1193_900000-1200000.mp4
week_2021_08_09/2021_08_11/person_pathing_1195.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1195.mp4
week_2021_08_09/2021_08_11/person_pathing_1201_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1201_0-300000.mp4
week_2021_08_09/2021_08_11/person_pathing_1202_599999-899999.mp4,Bing,Y*,,"2'45""-3'35""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1202_599999-899999.mp4
week_2021_08_09/2021_08_11/person_pathing_1205_600000-900000.mp4,Bing,Y*,,"0'25""-1'10""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1205_600000-900000.mp4
week_2021_08_09/2021_08_11/person_pathing_1215_600000-900000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1215_600000-900000.mp4
week_2021_08_09/2021_08_11/person_pathing_1216_2100000-2400000.mp4,Bing,Y*,,"0'10""-0'55""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1216_2100000-2400000.mp4
week_2021_08_09/2021_08_11/person_pathing_1218_2700000-3000000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1218_2700000-3000000.mp4
week_2021_08_09/2021_08_12/person_pathing_1232_1200000-1302970.mp4,Bing,Y*,0’14“ - 0’50“,"0'14""-0'50""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1232_1200000-1302970.mp4
week_2021_08_09/2021_08_12/person_pathing_1232_900000-1200000.mp4,Bing,Y*,,"0'42""-1'40""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1232_900000-1200000.mp4
week_2021_08_09/2021_08_12/person_pathing_1237_1800000-2100000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1237_1800000-2100000.mp4
week_2021_08_09/2021_08_12/person_pathing_1245_1800000-2100000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1245_1800000-2100000.mp4
week_2021_08_09/2021_08_12/person_pathing_1265_300000-600000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1265_300000-600000.mp4
week_2021_08_09/2021_08_12/person_pathing_1281_300000-600000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1281_300000-600000.mp4
week_2021_08_09/2021_08_13/person_pathing_1290_300000-600000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1290_300000-600000.mp4
week_2021_08_09/2021_08_13/person_pathing_1296_300000-600000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1296_300000-600000.mp4
week_2021_08_09/2021_08_13/person_pathing_1296_600000-900000.mp4,Bing,Y*,,"3'18""-3'45""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1296_600000-900000.mp4
week_2021_08_09/2021_08_13/person_pathing_1307_0-300000.mp4,Bing,Y*,,"1'15""-1'50""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1307_0-300000.mp4
week_2021_08_09/2021_08_13/person_pathing_1308_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1308_0-300000.mp4
week_2021_08_09/2021_08_13/person_pathing_1312_600000-900000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1312_600000-900000.mp4
week_2021_08_09/2021_08_13/person_pathing_1341_600000-900000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1341_600000-900000.mp4
week_2021_08_16/2021_08_16/person_pathing_1356_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1356_0-300000.mp4
week_2021_08_16/2021_08_16/person_pathing_1362_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1362_0-300000.mp4
week_2021_08_16/2021_08_16/person_pathing_1368_900000-1112440.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1368_900000-1112440.mp4
week_2021_08_16/2021_08_16/person_pathing_1370_900000-1015440.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1370_900000-1015440.mp4
week_2021_08_16/2021_08_16/person_pathing_1374_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1374_0-300000.mp4
week_2021_08_16/2021_08_16/person_pathing_1383_0-300000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1383_0-300000.mp4
week_2021_08_16/2021_08_16/person_pathing_1387_300000-600000.mp4,Bing,Y*,,"1'15""-1'45""",N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1387_300000-600000.mp4
week_2021_08_16/2021_08_16/person_pathing_1401_1800000-2061867.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1401_1800000-2061867.mp4
week_2021_08_16/2021_08_16/person_pathing_1404_900000-1167000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1404_900000-1167000.mp4
week_2021_08_16/2021_08_16/person_pathing_1407_1200000-1500000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1407_1200000-1500000.mp4
week_2021_08_16/2021_08_16/person_pathing_1407_1500000-1800000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1407_1500000-1800000.mp4
week_2021_08_16/2021_08_16/person_pathing_1409_2400000-2700000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_16/person_pathing_1409_2400000-2700000.mp4
week_2021_08_16/2021_08_17/person_pathing_1418_1500000-1717000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_17/person_pathing_1418_1500000-1717000.mp4
week_2021_08_16/2021_08_17/person_pathing_1423_1200000-1280000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_17/person_pathing_1423_1200000-1280000.mp4
week_2021_08_16/2021_08_17/person_pathing_1427_600000-900000.mp4,Bing,N,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_17/person_pathing_1427_600000-900000.mp4
